"WEEK_NUM","WEEK_START_DATE","PRODUCT_ID","PRODUCT_DESCRIPTION","BEER_STYLE","PACK_TYPE","DC_ID","DC_NAME","CITY","STATE","UNITS_SOLD","SELLING_PRICE","UNIT_COGS","BARLEY_USAGE_PER_UNIT","HOPS_USAGE_PER_UNIT","OTHER_COGS_PER_UNIT"
79,"2026-04-06","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",39,32.70,21.64,0.85,0.52,14.49
95,"2026-07-27","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",45,33.71,22.87,0.85,0.52,14.49
16,"2025-01-20","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",26,34.05,23.54,0.85,0.52,14.49
32,"2025-05-12","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",37,33.71,23.54,0.85,0.52,14.49
48,"2025-09-01","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",39,34.38,24.06,0.85,0.52,14.49
64,"2025-12-22","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",26,34.72,21.36,0.85,0.52,14.49
80,"2026-04-13","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",36,34.72,21.88,0.85,0.52,14.49
96,"2026-08-03","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",45,33.71,22.87,0.85,0.52,14.49
9,"2024-12-02","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",26,34.38,23.22,0.85,0.52,14.49
25,"2025-03-24","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",35,33.71,23.81,0.85,0.52,14.49
41,"2025-07-14","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",45,35.40,23.05,0.85,0.52,14.49
57,"2025-11-03","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,35.40,21.13,0.85,0.52,14.49
73,"2026-02-23","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",27,32.70,21.53,0.85,0.52,14.49
89,"2026-06-15","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",44,33.71,23.38,0.85,0.52,14.49
2,"2024-10-14","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",31,35.06,22.75,0.85,0.52,14.49
18,"2025-02-03","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",26,33.04,23.51,0.85,0.52,14.49
34,"2025-05-26","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",45,34.38,23.12,0.85,0.52,14.49
50,"2025-09-15","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",32,33.04,23.91,0.85,0.52,14.49
66,"2026-01-05","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,33.71,21.23,0.85,0.52,14.49
82,"2026-04-27","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",36,34.72,21.83,0.85,0.52,14.49
98,"2026-08-17","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",38,32.70,22.72,0.85,0.52,14.49
3,"2024-10-21","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",32,33.04,22.69,0.85,0.52,14.49
19,"2025-02-10","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",25,34.72,23.67,0.85,0.52,14.49
35,"2025-06-02","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",43,34.38,23.03,0.85,0.52,14.49
51,"2025-09-22","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,33.37,23.98,0.85,0.52,14.49
67,"2026-01-12","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,34.38,21.41,0.85,0.52,14.49
83,"2026-05-04","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",36,33.71,21.72,0.85,0.52,14.49
99,"2026-08-24","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",38,34.72,22.88,0.85,0.52,14.49
4,"2024-10-28","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",31,35.40,22.79,0.85,0.52,14.49
20,"2025-02-17","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",25,35.40,23.63,0.85,0.52,14.49
36,"2025-06-09","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",41,35.40,23.01,0.85,0.52,14.49
52,"2025-09-29","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,35.06,24.03,0.85,0.52,14.49
68,"2026-01-19","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,35.06,21.41,0.85,0.52,14.49
84,"2026-05-11","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",45,35.06,21.69,0.85,0.52,14.49
100,"2026-08-31","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",38,34.72,22.83,0.85,0.52,14.49
5,"2024-11-04","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,32.70,22.84,0.85,0.52,14.49
21,"2025-02-24","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,34.05,23.65,0.85,0.52,14.49
37,"2025-06-16","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",45,35.06,22.95,0.85,0.52,14.49
53,"2025-10-06","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",27,32.70,22.93,0.85,0.52,14.49
69,"2026-01-26","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",26,34.72,21.55,0.85,0.52,14.49
85,"2026-05-18","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",37,34.05,21.78,0.85,0.52,14.49
101,"2026-09-07","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",39,34.05,21.26,0.85,0.52,14.49
6,"2024-11-11","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,34.72,22.65,0.85,0.52,14.49
22,"2025-03-03","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",31,34.72,23.7,0.85,0.52,14.49
38,"2025-06-23","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",38,33.04,22.96,0.85,0.52,14.49
54,"2025-10-13","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",27,32.70,22.87,0.85,0.52,14.49
70,"2026-02-02","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,33.71,21.41,0.85,0.52,14.49
86,"2026-05-25","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",43,34.72,21.59,0.85,0.52,14.49
102,"2026-09-14","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",36,32.70,21.23,0.85,0.52,14.49
7,"2024-11-18","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",27,34.38,23.26,0.85,0.52,14.49
23,"2025-03-10","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,33.71,23.77,0.85,0.52,14.49
39,"2025-06-30","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",38,35.06,22.86,0.85,0.52,14.49
55,"2025-10-20","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",34,35.06,22.89,0.85,0.52,14.49
71,"2026-02-09","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",25,32.70,21.34,0.85,0.52,14.49
87,"2026-06-01","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",41,33.71,23.38,0.85,0.52,14.49
103,"2026-09-21","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",33,34.05,21.07,0.85,0.52,14.49
8,"2024-11-25","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",23,34.05,23.4,0.85,0.52,14.49
24,"2025-03-17","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",30,35.06,23.73,0.85,0.52,14.49
40,"2025-07-07","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",38,33.37,23.06,0.85,0.52,14.49
56,"2025-10-27","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",32,34.72,23.01,0.85,0.52,14.49
72,"2026-02-16","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,34.38,21.51,0.85,0.52,14.49
88,"2026-06-08","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",39,32.70,23.32,0.85,0.52,14.49
104,"2026-09-28","BEER-001088","Demo Beer Product #88","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",39,33.37,21.24,0.85,0.52,14.49
1,"2024-10-07","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,36.96,24.92,0.92,0.63,15.78
17,"2025-01-27","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,36.59,25.93,0.92,0.63,15.78
33,"2025-05-19","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,35.85,25.8,0.92,0.63,15.78
49,"2025-09-08","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",35,36.59,26.34,0.92,0.63,15.78
65,"2025-12-29","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",24,37.33,23.46,0.92,0.63,15.78
81,"2026-04-20","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",43,36.96,23.96,0.92,0.63,15.78
97,"2026-08-10","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,38.44,25.02,0.92,0.63,15.78
10,"2024-12-09","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",25,36.22,25.78,0.92,0.63,15.78
26,"2025-03-31","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,36.59,26.09,0.92,0.63,15.78
42,"2025-07-21","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",45,38.07,25.45,0.92,0.63,15.78
58,"2025-11-10","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,36.96,23.27,0.92,0.63,15.78
74,"2026-03-02","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,38.44,24.01,0.92,0.63,15.78
90,"2026-06-22","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",47,37.33,25.64,0.92,0.63,15.78
11,"2024-12-16","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",25,38.44,25.93,0.92,0.63,15.78
27,"2025-04-07","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,35.85,26.13,0.92,0.63,15.78
43,"2025-07-28","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",49,37.70,25.28,0.92,0.63,15.78
59,"2025-11-17","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",30,36.96,23.48,0.92,0.63,15.78
75,"2026-03-09","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",32,36.22,23.92,0.92,0.63,15.78
91,"2026-06-29","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",43,38.81,25.63,0.92,0.63,15.78
12,"2024-12-23","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",25,36.22,25.88,0.92,0.63,15.78
28,"2025-04-14","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",35,38.07,26.16,0.92,0.63,15.78
44,"2025-08-04","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",46,36.22,25.37,0.92,0.63,15.78
60,"2025-11-24","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",32,36.59,23.49,0.92,0.63,15.78
76,"2026-03-16","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,38.44,24.03,0.92,0.63,15.78
92,"2026-07-06","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",48,37.33,25.13,0.92,0.63,15.78
13,"2024-12-30","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",26,38.07,25.92,0.92,0.63,15.78
29,"2025-04-21","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,36.96,26.12,0.92,0.63,15.78
45,"2025-08-11","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",45,37.33,25.44,0.92,0.63,15.78
61,"2025-12-01","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,37.33,23.38,0.92,0.63,15.78
77,"2026-03-23","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,38.81,23.9,0.92,0.63,15.78
93,"2026-07-13","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,38.44,25.13,0.92,0.63,15.78
14,"2025-01-06","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",26,35.85,25.76,0.92,0.63,15.78
30,"2025-04-28","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",36,35.85,26.03,0.92,0.63,15.78
46,"2025-08-18","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,36.96,26.47,0.92,0.63,15.78
62,"2025-12-08","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",28,36.59,23.4,0.92,0.63,15.78
78,"2026-03-30","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",32,37.33,23.93,0.92,0.63,15.78
94,"2026-07-20","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",42,37.70,25.12,0.92,0.63,15.78
15,"2025-01-13","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",24,37.33,25.9,0.92,0.63,15.78
31,"2025-05-05","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,37.33,25.75,0.92,0.63,15.78
47,"2025-08-25","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,35.85,26.49,0.92,0.63,15.78
63,"2025-12-15","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,37.33,23.43,0.92,0.63,15.78
79,"2026-04-06","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,38.07,23.81,0.92,0.63,15.78
95,"2026-07-27","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",46,36.96,25.13,0.92,0.63,15.78
16,"2025-01-20","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,38.81,25.91,0.92,0.63,15.78
32,"2025-05-12","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,36.96,25.89,0.92,0.63,15.78
48,"2025-09-01","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,36.22,26.57,0.92,0.63,15.78
64,"2025-12-22","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",30,35.85,23.5,0.92,0.63,15.78
80,"2026-04-13","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,37.33,24.08,0.92,0.63,15.78
96,"2026-08-03","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,36.59,25.15,0.92,0.63,15.78
9,"2024-12-02","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",29,38.07,25.58,0.92,0.63,15.78
25,"2025-03-24","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",36,36.22,26.2,0.92,0.63,15.78
41,"2025-07-14","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",50,37.70,25.33,0.92,0.63,15.78
57,"2025-11-03","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,35.85,23.27,0.92,0.63,15.78
73,"2026-02-23","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",32,38.07,23.67,0.92,0.63,15.78
89,"2026-06-15","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",45,36.96,25.71,0.92,0.63,15.78
2,"2024-10-14","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,37.70,25.02,0.92,0.63,15.78
18,"2025-02-03","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",28,36.59,25.86,0.92,0.63,15.78
34,"2025-05-26","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,38.81,25.39,0.92,0.63,15.78
50,"2025-09-15","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,38.44,26.41,0.92,0.63,15.78
66,"2026-01-05","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",24,36.96,23.35,0.92,0.63,15.78
82,"2026-04-27","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,38.07,24.02,0.92,0.63,15.78
98,"2026-08-17","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",46,36.59,24.98,0.92,0.63,15.78
3,"2024-10-21","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",29,37.33,24.95,0.92,0.63,15.78
19,"2025-02-10","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,37.70,26.04,0.92,0.63,15.78
35,"2025-06-02","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",46,38.44,25.3,0.92,0.63,15.78
51,"2025-09-22","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,38.07,26.49,0.92,0.63,15.78
67,"2026-01-12","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",29,38.81,23.55,0.92,0.63,15.78
83,"2026-05-04","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",36,38.81,23.9,0.92,0.63,15.78
99,"2026-08-24","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,36.96,25.16,0.92,0.63,15.78
4,"2024-10-28","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,38.07,25.07,0.92,0.63,15.78
20,"2025-02-17","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",32,37.33,26,0.92,0.63,15.78
36,"2025-06-09","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",48,38.81,25.27,0.92,0.63,15.78
52,"2025-09-29","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,35.85,26.54,0.92,0.63,15.78
68,"2026-01-19","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,36.59,23.54,0.92,0.63,15.78
84,"2026-05-11","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",45,35.85,23.88,0.92,0.63,15.78
100,"2026-08-31","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,36.22,25.11,0.92,0.63,15.78
5,"2024-11-04","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,36.59,25.12,0.92,0.63,15.78
21,"2025-02-24","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,35.85,26.02,0.92,0.63,15.78
37,"2025-06-16","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",48,38.81,25.21,0.92,0.63,15.78
53,"2025-10-06","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,38.07,25.23,0.92,0.63,15.78
69,"2026-01-26","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",28,36.22,23.7,0.92,0.63,15.78
85,"2026-05-18","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,37.70,23.97,0.92,0.63,15.78
101,"2026-09-07","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",42,38.81,23.41,0.92,0.63,15.78
6,"2024-11-11","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",30,38.07,24.9,0.92,0.63,15.78
22,"2025-03-03","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,37.33,26.07,0.92,0.63,15.78
38,"2025-06-23","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,38.44,25.22,0.92,0.63,15.78
54,"2025-10-13","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",31,38.44,25.15,0.92,0.63,15.78
70,"2026-02-02","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",32,35.85,23.55,0.92,0.63,15.78
86,"2026-05-25","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",43,37.70,23.76,0.92,0.63,15.78
102,"2026-09-14","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,38.44,23.37,0.92,0.63,15.78
7,"2024-11-18","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",27,36.59,25.63,0.92,0.63,15.78
23,"2025-03-10","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,35.85,26.15,0.92,0.63,15.78
39,"2025-06-30","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",47,38.07,25.11,0.92,0.63,15.78
55,"2025-10-20","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,35.85,25.18,0.92,0.63,15.78
71,"2026-02-09","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,38.44,23.45,0.92,0.63,15.78
87,"2026-06-01","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",47,35.85,25.7,0.92,0.63,15.78
103,"2026-09-21","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,36.22,23.2,0.92,0.63,15.78
8,"2024-11-25","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",29,38.07,25.78,0.92,0.63,15.78
24,"2025-03-17","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",29,38.81,26.1,0.92,0.63,15.78
40,"2025-07-07","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",48,38.44,25.34,0.92,0.63,15.78
56,"2025-10-27","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",35,37.33,25.31,0.92,0.63,15.78
72,"2026-02-16","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",35,35.85,23.64,0.92,0.63,15.78
88,"2026-06-08","BEER-001089","Demo Beer Product #89","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,35.85,25.64,0.92,0.63,15.78
