"WEEK_NUM","WEEK_START_DATE","DC_ID","DC_NAME","CITY","STATE","LATITUDE","LONGITUDE","ON_HAND_UNITS","WEEKLY_DEMAND_UNITS","INBOUND_SUPPLY_TONS","AVG_SUPPLY_DISRUPTION","AVG_LEAD_DAYS","DAYS_OF_SUPPLY","SAFETY_STOCK_THRESHOLD","RISK_STATUS"
90,"2026-06-22","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,49422,1902,26.9,0.18,2,181.1,4755,"ELEVATED"
11,"2024-12-16","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,44402,1142,22,0.3,1,240.1,2855,"AT_RISK"
28,"2025-04-14","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30464,801,15,0.3,4,297.2,2003,"AT_RISK"
10,"2024-12-09","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,25286,582,12.3,0.3,2,328.1,1455,"AT_RISK"
64,"2025-12-22","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36908,867,17,0,3,266.9,2168,"NORMAL"
5,"2024-11-04","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,28522,935,15.3,0.25,5,208.6,2338,"AT_RISK"
93,"2026-07-13","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,21073,1168,10.5,0.12,1,151.9,2920,"ELEVATED"
39,"2025-06-30","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33723,1358,24.3,0.25,5,152,3395,"AT_RISK"
41,"2025-07-14","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30801,950,16.9,0.15,3,201.6,2375,"ELEVATED"
6,"2024-11-11","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,29411,904,25.2,0.25,5,191.8,2260,"AT_RISK"
103,"2026-09-21","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,21946,1003,14,0,2,146.7,2508,"NORMAL"
60,"2025-11-24","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29572,640,12,0,2,302.7,1600,"NORMAL"
80,"2026-04-13","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,55050,1662,13.9,0.18,2,219.1,4155,"ELEVATED"
40,"2025-07-07","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29679,975,12.2,0.15,2,223.7,2438,"ELEVATED"
94,"2026-07-20","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,52600,1990,26,0,2,177.3,4975,"NORMAL"
103,"2026-09-21","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,43288,1634,24,0,1,200.9,4085,"NORMAL"
87,"2026-06-01","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,37675,1353,14.3,0.12,4,182.8,3383,"ELEVATED"
74,"2026-03-02","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23549,832,18.6,0.18,2,233.3,2080,"ELEVATED"
55,"2025-10-20","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,18286,861,24.4,0.15,1,174.4,2153,"ELEVATED"
20,"2025-02-17","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23573,772,13.5,0.25,1,205.4,1930,"AT_RISK"
22,"2025-03-03","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,47254,1163,18.9,0.25,1,286.5,2908,"AT_RISK"
67,"2026-01-12","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,25173,736,16,0,2,270.4,1840,"NORMAL"
75,"2026-03-09","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,43674,1001,10,0,3,319.5,2503,"NORMAL"
51,"2025-09-22","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,39025,1578,24.4,0.15,1,183.1,3945,"ELEVATED"
103,"2026-09-21","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,28786,816,12,0,3,226.7,2040,"NORMAL"
41,"2025-07-14","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,25623,1182,25.4,0.15,1,132.5,2955,"ELEVATED"
83,"2026-05-04","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,55843,1555,16,0,2,237.4,3888,"NORMAL"
93,"2026-07-13","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,43085,1665,14.3,0.12,2,177.2,4163,"ELEVATED"
48,"2025-09-01","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,31615,1160,16.9,0.15,3,207.8,2900,"ELEVATED"
27,"2025-04-07","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,22912,965,21.6,0.25,2,205.8,2413,"AT_RISK"
30,"2025-04-28","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,27043,1027,15.3,0.25,1,167.5,2568,"AT_RISK"
3,"2024-10-21","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,23974,705,16.2,0.25,3,240.9,1763,"AT_RISK"
42,"2025-07-21","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,32355,1389,16,0.15,4,158.7,3473,"ELEVATED"
60,"2025-11-24","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33796,923,26,0,3,229.5,2308,"NORMAL"
48,"2025-09-01","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,24825,861,9.4,0.15,2,214.9,2153,"ELEVATED"
101,"2026-09-07","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,45067,1774,28,0,1,184.7,4435,"NORMAL"
13,"2024-12-30","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,30959,823,24.3,0.25,5,252.9,2058,"AT_RISK"
36,"2025-06-09","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31375,1344,13.5,0.25,5,180.5,3360,"AT_RISK"
49,"2025-09-08","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,29798,1154,21.6,0.15,3,193.7,2885,"ELEVATED"
25,"2025-03-24","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,38159,1053,18,0.25,3,228.6,2633,"AT_RISK"
38,"2025-06-23","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,42738,1646,22.5,0.25,1,178.5,4115,"AT_RISK"
77,"2026-03-23","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30552,764,10.2,0.18,3,307,1910,"ELEVATED"
42,"2025-07-21","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,36163,1312,23.5,0.15,3,197.9,3280,"ELEVATED"
75,"2026-03-09","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,37815,1052,30,0,3,246.2,2630,"NORMAL"
58,"2025-11-10","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23391,813,21,0,1,228,2033,"NORMAL"
4,"2024-10-28","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,21572,809,21.6,0.25,1,171.7,2023,"AT_RISK"
24,"2025-03-17","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30731,709,24.6,0.3,4,335.7,1773,"AT_RISK"
27,"2025-04-07","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30311,767,15,0.3,4,277.9,1918,"AT_RISK"
6,"2024-11-11","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,22043,748,13.5,0.25,1,205.1,1870,"AT_RISK"
3,"2024-10-21","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,27278,937,10.8,0.25,4,227.4,2343,"AT_RISK"
81,"2026-04-20","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,26068,1022,15.8,0.18,2,166.8,2555,"ELEVATED"
56,"2025-10-27","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,23546,674,18.8,0.15,2,253,1685,"ELEVATED"
63,"2025-12-15","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,45132,1054,13,0,2,333.8,2635,"NORMAL"
49,"2025-09-08","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,19151,992,19.8,0.35,1,135.6,2480,"AT_RISK"
30,"2025-04-28","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,37771,1219,18.9,0.25,3,205.9,3048,"AT_RISK"
38,"2025-06-23","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,32553,1261,9,0.25,3,197.8,3153,"AT_RISK"
89,"2026-06-15","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,50207,1926,22.3,0.18,2,169.4,4815,"ELEVATED"
71,"2026-02-09","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36253,929,17,0,4,300.2,2323,"NORMAL"
60,"2025-11-24","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,47442,1096,27,0,1,273.2,2740,"NORMAL"
19,"2025-02-10","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48405,1203,25.5,0.3,1,262.8,3008,"AT_RISK"
73,"2026-02-23","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,38824,1002,27,0,3,277.1,2505,"NORMAL"
3,"2024-10-21","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,35291,1195,15.3,0.25,1,202.6,2988,"AT_RISK"
10,"2024-12-09","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,23150,754,11.7,0.55,6,216.6,1885,"CRITICAL"
70,"2026-02-02","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,39417,846,22,0,3,341.2,2115,"NORMAL"
54,"2025-10-13","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,22401,979,18.4,0.5,6,137.7,2448,"CRITICAL"
89,"2026-06-15","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,25490,1129,13,0.18,2,163.3,2823,"ELEVATED"
85,"2026-05-18","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,24115,1112,27.8,0.18,2,150.8,2780,"ELEVATED"
89,"2026-06-15","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,37604,1349,27,0,4,198.9,3373,"NORMAL"
102,"2026-09-14","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34427,1156,21,0,4,224.4,2890,"NORMAL"
65,"2025-12-29","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,51376,1191,20,0,1,320.9,2978,"NORMAL"
51,"2025-09-22","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,24306,803,13.2,0.15,2,246.4,2008,"ELEVATED"
20,"2025-02-17","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,50689,1264,12.3,0.3,1,266.4,3160,"AT_RISK"
29,"2025-04-21","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,48096,1415,14.4,0.25,1,250.5,3538,"AT_RISK"
84,"2026-05-11","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,49617,1780,10.2,0.18,1,210.8,4450,"ELEVATED"
83,"2026-05-04","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,28631,1066,10.2,0.18,1,167.4,2665,"ELEVATED"
42,"2025-07-21","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,28237,977,20.7,0.15,2,190.3,2443,"ELEVATED"
96,"2026-08-03","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,39991,1540,15.8,0.3,1,161.6,3850,"AT_RISK"
65,"2025-12-29","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,28061,727,20,0,1,237.5,1818,"NORMAL"
93,"2026-07-13","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,38981,1356,29,0,3,190.8,3390,"NORMAL"
23,"2025-03-10","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48009,1351,9.2,0.4,1,245.2,3378,"CRITICAL"
86,"2026-05-25","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,35999,1360,24,0,4,205.8,3400,"NORMAL"
26,"2025-03-31","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,27382,932,17.1,0.25,1,207.1,2330,"AT_RISK"
36,"2025-06-09","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30449,942,11.7,0.25,2,203.1,2355,"AT_RISK"
81,"2026-04-20","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,37064,1263,30,0,3,234.7,3158,"NORMAL"
61,"2025-12-01","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36498,891,15,0,3,280.4,2228,"NORMAL"
88,"2026-06-08","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,41893,1344,12,0,4,218.4,3360,"NORMAL"
57,"2025-11-03","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,43965,1174,27,0,2,265.6,2935,"NORMAL"
102,"2026-09-14","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,44386,1443,13,0,2,220.9,3608,"NORMAL"
